SiteID,ObservationDate,Species,Count,Observer,Status,Region,ObservationMonthYYYYMM
104,2025-02-11 09:00,Deer,21,Ranger B,Moderate,West,2025-06
104,2025-07-25 11:30,Bear,7,Ranger B,Low,West,2025-07
103,2024-06-02 17:00,Raccoon,12,Ranger A,Low,East,2025-05
104,2025-08-25 15:30,Raccoon,41,Ranger A,Low,West,2025-05
103,2025-05-03 15:30,Raccoon,23,Field Tech 2,Low,East,2025-07
104,2025-12-20 11:30,Fox,12,Field Tech 2,Low,West,2025-06
101,2025-03-13 11:30,Deer,31,Field Tech 2,Low,North,2025-06
103,2024-09-16 15:30,Raccoon,3,Ranger A,Low,East,2025-05
102,2024-05-07 13:00,Hawk,9,Field Tech 2,Low,South,2025-06
101,2025-03-22 15:30,Owl,9,Field Tech 1,Low,North,2025-06
103,2024-03-25 17:00,Eagle,13,Ranger B,Low,East,2025-06
101,2025-08-23 11:30,Bear,40,Ranger A,Low,North,2025-07
102,2025-08-05 13:00,Eagle,15,Ranger B,Moderate,South,2025-06
102,2024-02-19 17:00,Deer,27,Field Tech 1,Low,South,2025-05
102,2024-01-24 15:30,Hawk,11,Ranger B,Low,South,2025-05
101,2025-11-23 17:00,Owl,14,Field Tech 2,Low,North,2025-05
104,2024-07-25 17:00,Owl,4,Field Tech 2,Low,West,2025-07
103,2024-01-16 11:30,Eagle,40,Ranger B,Moderate,East,2025-07
104,2025-10-22 15:30,Raccoon,28,Field Tech 2,Low,West,2025-05
103,2025-04-08 17:00,Hawk,17,Ranger A,Low,East,2025-06
103,2025-09-20 09:00,Fox,25,Field Tech 1,Low,East,2025-07
104,2024-01-30 13:00,Fox,22,Ranger A,Low,West,2025-07
103,2024-05-04 11:30,Fox,4,Ranger A,Low,East,2025-06
104,2025-04-24 13:00,Hawk,20,Ranger A,Low,West,2025-07
104,2025-04-02 13:00,Bear,38,Ranger B,Low,West,2025-07
103,2024-04-14 15:30,Raccoon,8,Ranger B,Low,East,2025-07
101,2025-08-18 13:00,Fox,45,Field Tech 1,Low,North,2025-07
101,2024-01-10 09:00,Bear,20,Ranger B,Moderate,North,2025-07
101,2024-04-25 13:00,Bear,13,Field Tech 2,Low,North,2025-06
104,2024-03-24 13:00,Hawk,22,Ranger B,Low,West,2025-07
103,2025-01-04 09:00,Eagle,20,Field Tech 2,Low,East,2025-06
104,2024-04-08 13:00,Bear,29,Ranger A,Low,West,2025-06
103,2024-03-10 17:00,Eagle,50,Ranger A,Moderate,East,2025-05
104,2025-05-29 11:30,Eagle,5,Ranger B,Low,West,2025-06
103,2024-08-19 17:00,Hawk,10,Ranger B,Low,East,2025-05
103,2024-06-07 17:00,Bear,40,Field Tech 2,Low,East,2025-06
102,2024-11-16 09:00,Bear,48,Ranger A,Low,South,2025-07
103,2024-02-19 15:30,Raccoon,31,Field Tech 1,Moderate,East,2025-07
102,2025-08-30 11:30,Bear,3,Ranger A,Moderate,South,2025-07
104,2025-03-18 13:00,Eagle,43,Ranger A,Low,West,2025-07
103,2025-02-27 11:30,Deer,13,Ranger B,Moderate,East,2025-06
103,2025-09-17 11:30,Deer,46,Ranger B,Low,East,2025-07
102,2024-03-25 13:00,Fox,27,Field Tech 1,Low,South,2025-05
101,2025-04-02 17:00,Owl,14,Ranger A,Low,North,2025-07
103,2025-09-08 13:00,Deer,15,Field Tech 2,Low,East,2025-07
102,2025-02-08 09:00,Deer,38,Ranger B,Moderate,South,2025-05
104,2025-07-08 13:00,Raccoon,7,Field Tech 1,Low,West,2025-05
102,2024-11-08 15:30,Hawk,15,Field Tech 1,Low,South,2025-07
104,2024-06-14 13:00,Hawk,16,Ranger B,Moderate,West,2025-06
103,2025-04-09 13:00,Owl,24,Ranger B,Low,East,2025-07
103,2025-06-12 13:00,Hawk,24,Field Tech 2,Low,East,2025-07
104,2025-09-07 15:30,Owl,16,Field Tech 2,Low,West,2025-06
104,2024-01-24 15:30,Owl,5,Ranger B,Low,West,2025-05
102,2024-07-15 17:00,Fox,47,Field Tech 2,Low,South,2025-06
103,2024-08-16 09:00,Fox,39,Ranger A,Low,East,2025-07
103,2025-03-08 15:30,Owl,8,Ranger B,Moderate,East,2025-05
103,2024-04-09 11:30,Hawk,18,Ranger B,Low,East,2025-07
104,2024-08-13 11:30,Deer,40,Field Tech 2,Low,West,2025-05
103,2024-11-29 13:00,Raccoon,31,Ranger A,Moderate,East,2025-05
104,2024-07-29 17:00,Eagle,10,Ranger B,Low,West,2025-07
104,2024-12-16 17:00,Eagle,15,Ranger B,Low,West,2025-05
101,2024-05-15 13:00,Fox,52,Field Tech 1,Moderate,North,2025-06
102,2025-12-13 09:00,Fox,14,Field Tech 1,Low,South,2025-05
104,2024-09-13 17:00,Owl,20,Ranger B,Low,West,2025-08
104,2025-07-22 17:00,Hawk,3,Ranger A,Low,West,2025-07
101,2024-12-26 13:00,Eagle,37,Ranger B,Low,North,2025-05
102,2024-04-26 15:30,Bear,35,Field Tech 2,Low,South,2025-07
101,2024-02-12 15:30,Deer,31,Field Tech 1,Low,North,2025-06
101,2025-05-18 11:30,Deer,50,Field Tech 2,Low,North,2025-05
104,2024-04-10 15:30,Fox,46,Field Tech 2,Moderate,West,2025-05
101,2024-12-23 13:00,Hawk,20,Ranger B,Moderate,North,2025-07
102,2025-11-03 11:30,Raccoon,40,Ranger A,Low,South,2025-06
103,2025-06-13 13:00,Hawk,13,Field Tech 2,Low,East,2025-06
102,2025-12-23 09:00,Bear,28,Ranger A,Low,South,2025-07
103,2024-03-14 17:00,Hawk,21,Ranger A,Low,East,2025-05
104,2025-07-18 11:30,Fox,51,Field Tech 2,Low,West,2025-07
103,2025-04-27 15:30,Bear,9,Ranger A,Low,East,2025-06
103,2025-05-28 17:00,Eagle,16,Ranger B,Low,East,2025-05
101,2025-11-30 13:00,Bear,31,Field Tech 1,Low,North,2025-07
102,2024-09-07 15:30,Eagle,44,Field Tech 1,Low,South,2025-05
102,2025-05-19 17:00,Raccoon,18,Field Tech 2,Low,South,2025-08
102,2025-11-12 11:30,Fox,38,Field Tech 2,Low,South,2025-05
101,2024-06-09 13:00,Deer,29,Ranger A,Moderate,North,2025-06
102,2025-01-17 17:00,Eagle,37,Field Tech 1,Low,South,2025-05
104,2025-01-04 13:00,Raccoon,23,Field Tech 1,Moderate,West,2025-07
101,2025-04-13 15:30,Deer,40,Field Tech 1,Low,North,2025-07
103,2024-07-06 11:30,Owl,15,Field Tech 1,Low,East,2025-05
103,2025-03-17 11:30,Owl,8,Field Tech 1,Moderate,East,2025-05
104,2024-12-02 17:00,Bear,41,Field Tech 2,Low,West,2025-06
104,2025-07-06 11:30,Deer,9,Field Tech 2,Low,West,2025-06
104,2024-11-28 11:30,Owl,3,Field Tech 1,Low,West,2025-06
101,2025-06-04 13:00,Fox,8,Field Tech 2,Low,North,2025-06
102,2025-01-22 09:00,Eagle,15,Field Tech 1,Low,South,2025-07
101,2025-10-02 13:00,Eagle,9,Field Tech 1,Low,North,2025-05
103,2024-05-17 09:00,Hawk,25,Field Tech 2,Moderate,East,2025-07
102,2025-05-05 09:00,Raccoon,23,Field Tech 1,Moderate,South,2025-08
104,2025-06-05 11:30,Bear,24,Field Tech 1,Low,West,2025-05
104,2024-04-05 11:30,Bear,10,Ranger A,Low,West,2025-06
101,2025-09-20 17:00,Bear,41,Field Tech 2,Moderate,North,2025-07
103,2025-05-19 15:30,Owl,4,Ranger B,Low,East,2025-07
101,2024-04-10 15:30,Owl,26,Field Tech 2,Low,North,2025-05
101,2025-09-14 15:30,Fox,48,Ranger B,Low,North,2025-05
103,2025-06-24 09:00,Raccoon,8,Ranger A,Low,East,2025-06
102,2024-08-31 11:30,Raccoon,9,Field Tech 1,Low,South,2025-07
103,2024-06-08 15:30,Owl,10,Ranger A,Moderate,East,2025-07
102,2024-11-10 17:00,Eagle,23,Field Tech 2,Moderate,South,2025-07
103,2024-10-02 09:00,Eagle,27,Ranger B,Moderate,East,2025-07
101,2024-08-18 15:30,Bear,30,Ranger B,Low,North,2025-05
104,2024-07-17 11:30,Raccoon,19,Ranger A,Low,West,2025-07
103,2025-02-13 11:30,Bear,25,Field Tech 2,Low,East,2025-06
102,2025-08-01 15:30,Eagle,30,Field Tech 2,Moderate,South,2025-07
102,2025-02-27 09:00,Deer,52,Ranger A,Low,South,2025-05
104,2025-04-15 09:00,Bear,35,Field Tech 2,Moderate,West,2025-05
101,2024-04-14 13:00,Owl,25,Field Tech 1,Low,North,2025-08
103,2024-12-26 11:30,Hawk,10,Field Tech 1,Low,East,2025-05
103,2025-01-23 11:30,Bear,20,Ranger B,Low,East,2025-05
103,2024-12-22 13:00,Deer,10,Ranger A,Low,East,2025-07
102,2025-06-29 13:00,Deer,41,Field Tech 2,Low,South,2025-05
101,2024-03-22 11:30,Hawk,4,Field Tech 1,Low,North,2025-06
104,2024-09-05 09:00,Deer,23,Ranger A,Low,West,2025-07
101,2025-08-16 09:00,Raccoon,9,Field Tech 2,Moderate,North,2025-06
104,2024-04-09 17:00,Owl,10,Ranger A,Low,West,2025-06
102,2024-01-03 15:30,Bear,2,Ranger A,Low,South,2025-06
104,2025-03-28 13:00,Bear,18,Field Tech 1,Low,West,2025-07
102,2025-04-15 13:00,Bear,44,Ranger B,Low,South,2025-07
102,2025-08-25 13:00,Hawk,12,Ranger A,Low,South,2025-06
101,2024-05-14 11:30,Deer,50,Field Tech 1,Moderate,North,2025-07
102,2024-09-09 09:00,Eagle,38,Ranger B,Low,South,2025-05
103,2024-06-05 15:30,Eagle,21,Ranger A,Moderate,East,2025-07
103,2024-02-16 09:00,Bear,14,Field Tech 1,Low,East,2025-05
102,2024-01-31 15:30,Eagle,6,Ranger A,Low,South,2025-07
102,2024-02-01 09:00,Hawk,8,Ranger B,Low,South,2025-07
102,2025-06-24 17:00,Hawk,15,Field Tech 1,Low,South,2025-07
101,2025-05-05 15:30,Fox,2,Ranger A,Low,North,2025-05
103,2025-08-03 17:00,Deer,10,Field Tech 2,Moderate,East,2025-07
101,2025-07-04 11:30,Bear,15,Field Tech 1,Low,North,2025-07
103,2024-06-25 11:30,Deer,29,Field Tech 2,Low,East,2025-07
103,2024-04-29 09:00,Fox,12,Ranger A,Low,East,2025-07
102,2025-06-16 11:30,Raccoon,35,Field Tech 2,Low,South,2025-07
104,2024-05-07 09:00,Eagle,27,Ranger B,Low,West,2025-06
103,2025-12-22 15:30,Bear,12,Field Tech 1,Moderate,East,2025-06
104,2025-07-05 09:00,Owl,16,Field Tech 1,Low,West,2025-05
101,2025-01-20 17:00,Deer,3,Field Tech 2,Low,North,2025-06
101,2025-07-25 15:30,Raccoon,16,Ranger B,Low,North,2025-06
102,2025-11-03 17:00,Fox,37,Field Tech 1,Moderate,South,2025-05
104,2024-06-08 15:30,Raccoon,12,Ranger B,Moderate,West,2025-07
102,2024-08-09 17:00,Hawk,21,Field Tech 1,Moderate,South,2025-06
102,2024-05-12 11:30,Raccoon,6,Field Tech 2,Low,South,2025-05
104,2025-12-20 13:00,Raccoon,1,Ranger A,Low,West,2025-06
101,2025-01-13 13:00,Hawk,4,Field Tech 2,Moderate,North,2025-06
102,2024-03-31 11:30,Hawk,11,Field Tech 1,Low,South,2025-06
101,2024-12-05 15:30,Eagle,38,Field Tech 2,Moderate,North,2025-05
104,2024-02-27 15:30,Hawk,17,Ranger A,Low,West,2025-06
101,2024-06-21 09:00,Deer,31,Field Tech 1,Low,North,2025-06
103,2025-09-12 13:00,Eagle,40,Ranger A,Low,East,2025-06
104,2025-08-01 15:30,Hawk,7,Ranger B,Low,West,2025-05
103,2025-03-31 13:00,Eagle,31,Ranger A,Moderate,East,2025-07
104,2024-05-01 17:00,Raccoon,34,Field Tech 1,Low,West,2025-07
101,2024-04-16 13:00,Fox,23,Field Tech 2,Low,North,2025-05
103,2025-01-02 09:00,Hawk,18,Field Tech 1,Low,East,2025-06
102,2025-08-17 17:00,Hawk,3,Field Tech 2,Low,South,2025-05
101,2025-10-10 13:00,Fox,13,Ranger B,Low,North,2025-05
103,2025-12-22 09:00,Hawk,8,Field Tech 2,Low,East,2025-07
102,2025-10-13 15:30,Hawk,12,Ranger B,Moderate,South,2025-07
103,2025-02-20 13:00,Eagle,22,Ranger B,Low,East,2025-07
104,2024-08-05 09:00,Bear,4,Field Tech 1,Low,West,2025-07
103,2024-11-19 15:30,Owl,8,Field Tech 2,Low,East,2025-07
103,2025-06-15 13:00,Owl,18,Ranger A,Moderate,East,2025-07
103,2025-05-19 11:30,Bear,5,Ranger A,Low,East,2025-06
104,2025-04-18 15:30,Eagle,16,Ranger A,Low,West,2025-07
104,2025-04-03 09:00,Bear,13,Ranger B,Low,West,2025-06
101,2025-05-18 09:00,Raccoon,12,Ranger B,Low,North,2025-07
104,2024-09-02 09:00,Owl,8,Ranger B,Low,West,2025-05
101,2024-08-20 11:30,Bear,38,Ranger A,Moderate,North,2025-07
102,2024-05-11 17:00,Raccoon,15,Field Tech 1,Low,South,2025-05
104,2024-08-11 13:00,Raccoon,8,Ranger B,Moderate,West,2025-05
104,2025-11-02 15:30,Owl,10,Field Tech 2,Low,West,2025-07
101,2024-12-04 17:00,Hawk,22,Ranger B,Low,North,2025-05
103,2025-11-28 09:00,Raccoon,19,Field Tech 2,Low,East,2025-07
103,2025-06-30 09:00,Raccoon,34,Field Tech 1,Low,East,2025-05
103,2024-06-06 11:30,Owl,2,Field Tech 1,Low,East,2025-07
104,2024-08-17 15:30,Deer,13,Field Tech 1,Low,West,2025-05
103,2025-06-16 09:00,Eagle,16,Field Tech 1,Low,East,2025-06
102,2024-10-11 13:00,Bear,16,Field Tech 2,Low,South,2025-08
103,2025-07-17 11:30,Eagle,34,Field Tech 1,Moderate,East,2025-07
103,2025-02-03 17:00,Hawk,5,Field Tech 2,Low,East,2025-05
104,2024-09-21 09:00,Owl,21,Ranger B,Low,West,2025-06
103,2024-03-14 09:00,Eagle,27,Ranger A,Moderate,East,2025-05
103,2025-12-13 09:00,Bear,36,Field Tech 1,Low,East,2025-07
104,2025-05-03 17:00,Deer,34,Field Tech 1,Low,West,2025-06
103,2024-06-26 15:30,Fox,24,Ranger B,Low,East,2025-05
102,2025-03-27 13:00,Bear,35,Ranger B,Low,South,2025-05
102,2024-10-15 15:30,Fox,13,Field Tech 2,Low,South,2025-05
103,2024-05-18 15:30,Fox,42,Ranger B,Low,East,2025-07
101,2024-02-12 09:00,Deer,20,Field Tech 2,Moderate,North,2025-07
104,2025-04-12 17:00,Bear,41,Ranger B,Low,West,2025-07
103,2024-12-18 13:00,Eagle,31,Ranger A,Low,East,2025-06
101,2025-10-11 13:00,Hawk,26,Ranger B,Low,North,2025-07
101,2024-02-23 17:00,Raccoon,12,Ranger B,Low,North,2025-05
101,2024-01-31 13:00,Owl,16,Field Tech 2,Low,North,2025-06
102,2025-01-11 09:00,Fox,12,Ranger A,Low,South,2025-06
103,2025-02-17 13:00,Hawk,15,Ranger A,Low,East,2025-07
103,2024-11-17 15:30,Raccoon,19,Field Tech 2,Moderate,East,2025-06
102,2024-04-01 17:00,Raccoon,34,Field Tech 1,Low,South,2025-07
102,2025-08-23 15:30,Eagle,26,Ranger B,Moderate,South,2025-05
104,2025-03-13 09:00,Eagle,49,Ranger B,Moderate,West,2025-07
101,2024-07-26 13:00,Owl,21,Field Tech 1,Low,North,2025-06
102,2024-09-15 13:00,Hawk,25,Field Tech 2,Low,South,2025-05
104,2024-01-03 11:30,Eagle,47,Ranger A,Low,West,2025-07
104,2025-05-18 15:30,Fox,13,Ranger B,Low,West,2025-07
102,2025-07-07 13:00,Eagle,35,Ranger B,Low,South,2025-07
101,2024-08-15 17:00,Raccoon,5,Ranger B,Low,North,2025-06
104,2024-02-18 15:30,Eagle,23,Field Tech 1,Low,West,2025-06
101,2024-03-15 13:00,Bear,29,Field Tech 1,Low,North,2025-06
102,2025-12-12 15:30,Bear,22,Ranger A,Low,South,2025-05
104,2025-03-31 13:00,Deer,32,Field Tech 2,Low,West,2025-06
103,2024-11-04 17:00,Fox,16,Field Tech 1,Low,East,2025-08
103,2025-08-16 09:00,Deer,14,Ranger B,Low,East,2025-07
102,2025-10-05 17:00,Deer,46,Field Tech 2,Low,South,2025-07
103,2024-07-02 11:30,Bear,41,Field Tech 2,Low,East,2025-06
102,2025-11-22 09:00,Bear,30,Ranger A,Low,South,2025-06
104,2025-03-13 13:00,Bear,10,Field Tech 1,Low,West,2025-07
101,2025-09-26 11:30,Fox,11,Ranger A,Low,North,2025-07
102,2024-10-04 13:00,Hawk,11,Ranger B,Low,South,2025-07
102,2024-02-17 17:00,Owl,14,Field Tech 2,Moderate,South,2025-06
101,2024-04-25 11:30,Deer,28,Field Tech 2,Low,North,2025-08
101,2024-04-02 17:00,Raccoon,38,Ranger A,Moderate,North,2025-07
104,2025-04-05 17:00,Hawk,11,Field Tech 2,Low,West,2025-05
104,2025-09-27 13:00,Fox,49,Field Tech 2,Low,West,2025-07
103,2025-07-23 11:30,Raccoon,14,Field Tech 1,Moderate,East,2025-05
101,2025-02-25 13:00,Hawk,27,Ranger A,Moderate,North,2025-06
101,2025-12-26 15:30,Eagle,6,Ranger A,Low,North,2025-06
101,2025-01-06 15:30,Raccoon,7,Ranger A,Moderate,North,2025-05
103,2024-07-30 15:30,Deer,45,Ranger B,Low,East,2025-06
104,2025-05-08 17:00,Raccoon,30,Field Tech 2,Low,West,2025-06
104,2024-10-22 09:00,Fox,30,Ranger B,Low,West,2025-06
103,2024-07-24 15:30,Deer,17,Field Tech 2,Low,East,2025-05
102,2024-02-03 09:00,Owl,4,Ranger A,Low,South,2025-06
101,2024-06-04 11:30,Raccoon,32,Field Tech 2,Low,North,2025-06
104,2025-08-07 13:00,Deer,35,Field Tech 2,Low,West,2025-06
103,2024-03-24 15:30,Eagle,13,Ranger B,Low,East,2025-05
101,2024-09-28 09:00,Owl,9,Field Tech 2,Low,North,2025-05
101,2024-10-24 13:00,Deer,7,Ranger A,Low,North,2025-06
101,2024-12-03 09:00,Fox,9,Field Tech 2,Low,North,2025-07
101,2025-05-13 17:00,Bear,34,Ranger A,Low,North,2025-06
104,2025-04-17 17:00,Deer,54,Ranger B,Low,West,2025-07
101,2025-01-11 15:30,Hawk,10,Field Tech 1,Moderate,North,2025-05
102,2024-12-15 17:00,Eagle,11,Field Tech 1,Low,South,2025-07
102,2025-10-15 15:30,Deer,10,Ranger B,Low,South,2025-06
104,2024-10-29 15:30,Eagle,33,Ranger A,Low,West,2025-06
102,2024-10-22 13:00,Bear,27,Field Tech 2,Low,South,2025-07
